5.841437656,166.4986954
5.920046765,193.0599379
6.644372651,169.8841422
5.038426967,191.6114869
6.189196269,207.1072239
6.065288759,178.421364
5.99250509,162.84487
6.143209693,178.211733
5.74408617,182.6297921
5.796208568,192.1805874
5.987946309,163.0326554
5.643623469,202.4167727
6.035064,184.2464137
5.99567456,156.4143994
6.49347921,210.5626794
5.068091126,200.5771803
5.756148265,175.3376186
5.754186129,162.8301076
5.482402294,169.0464205
5.927576201,172.537878
6.370514942,183.3518691
5.677370244,203.5323978
4.901541805,192.5166333
5.731401737,186.5807827
5.799945983,181.5887609
5.787577546,198.2907769
6.051507117,204.53669
5.895086735,211.1282456
4.987205168,180.3885812
6.251218086,177.2223949
6.773002387,178.2458033
5.815161531,191.2053946
5.678381947,199.3384788
5.94660855,215.6330551
5.156755082,157.4510963
5.517837275,159.6599288
5.797099104,180.1360725
5.461891331,189.3730489
5.838105244,185.1724799
5.260296393,185.386715
5.253618426,180.6672566
6.034426795,202.1100603
6.550585229,175.850019
6.253067802,180.9707809
5.743837609,185.8205338
5.915060103,187.8528638
6.305738776,192.0999773
5.621579667,159.0434603
5.489300842,197.095072
5.862186368,185.8641047
5.978646382,156.8301777
5.269120483,196.7962272
5.624571731,200.0009013
5.353997034,177.3811763
5.825392418,190.2937627
5.57317537,190.2065979
5.728166976,216.6544295
6.364533199,177.1204594
5.43766277,185.785326
6.073156494,200.6761965
6.252363832,179.4547914
4.937442444,230.6848445
6.025749199,188.4823827
5.800962324,191.958663
5.721129141,191.2870249
5.971514193,196.7848687
5.693273212,171.5981751
6.005540892,165.5390198
6.143679785,210.7341507
5.407528271,252.6640811
5.870604617,184.1711741
5.672208093,197.8647361
6.289476043,177.5543778
4.889363543,201.7388906
5.778354007,184.7659167
6.611375184,172.9975358
5.725851811,225.5501805
5.110986151,195.4107063
5.334917539,174.0151726
5.371910424,214.0277954
5.026774867,194.9859288
6.144964044,185.3432963
5.482198538,190.4023038
6.24689631,204.1322358
5.571452909,190.8485764
5.768926241,182.3763018
5.452214454,179.4597664
6.926241934,198.8192712
5.593836525,204.2849268
5.688731372,164.6678594
5.518484676,180.110194
5.39171615,217.6368172
6.638306452,174.3819979
5.724385338,190.3608575
5.824150457,155.4957359
5.774496242,174.1656525
5.96886063,207.0886782
5.593410091,213.8706851
6.557419631,179.2755183
6.159139202,191.9328172
5.806136353,193.8068826
5.890083929,183.371058
5.355987221,187.2950027
5.416803219,214.1924491
5.71310448,181.452067
5.614635221,198.4575644
5.616362111,184.1290187
5.284179038,189.1885224
5.194196663,172.5445681
5.288768848,194.0947501
6.509157167,188.5045904
5.611622933,163.3372768
5.915842888,186.4521502
4.982501882,173.1783399
5.988745101,202.5722656
5.542335657,214.615073
6.2785114,160.5076363
6.464456582,189.4759016
5.231238179,150.7077092
5.863403446,188.3125666
5.579412863,185.9877362
5.84042284,202.4479574
5.686901219,190.9730683
5.767246685,185.7625894
5.435426178,175.9540549
5.953869342,182.0862028
5.773516491,165.902085
5.81393492,175.1492564
5.666430086,173.6514058
4.85443881,202.4182835
5.989625812,216.5464635
5.447259324,186.5285858
5.116860207,179.7811692
5.924829051,178.2918021
5.654422005,205.6952338
5.762252891,183.7792757
6.140028093,186.2183216
5.536770243,171.5325793
6.047356952,181.6687752
6.154661884,193.7238904
5.393280066,186.3237422
5.743300269,196.513353
5.918200577,183.0676786
5.35942995,184.9869392
6.087123116,204.8717504
5.412295941,184.8587897
6.440179908,198.4729047
6.488329888,203.3474478
5.198797839,191.9029577
6.016652308,198.8804315
5.287270032,189.8233421
5.748858505,172.2379446
6.320800526,199.9037329
6.198121483,184.2636047
5.605040319,199.3735334
6.665369701,185.6556928
6.156642756,178.9531657
5.511599659,162.7028895
6.138416395,174.9238883
5.428628205,191.5689752
